Unnamed: 0,Enter your name,Enter your email id,What  Age Group do you fall in,Kindly mention your gender,Do you currently own a two-wheeler?,"According to your age group, which bike type is most suitable?  ",Why do you think this type of bike suits your age group best? ,Best bike type for Below 20 years (students/young riders):,Best bike type for 21–30 years (working professionals/young adults):,Best bike type for 31–40 years (family-oriented riders):,  Best bike type for 41–50 years (mid-age riders):,Best bike type for 51 years & above (senior riders):,"When choosing a bike, which feature is most important to you?  ",What price range is affordable for your age group?  ,Do you think electric bikes are a good option for your age group?  ,Timestamp,"According to your age group, which bike type is most suitable?","When choosing a bike, which feature is most important to you?",What price range is affordable for your age group?,Do you think electric bikes are a good option for your age group?
Unknown,Sahil Khanna,sahilkhanna@gmail.com,41-50 Years,Male,Yes – Scooter (gearless),Cruiser (comfortable for long rides),Performance & Speed,Higher power Bikes(200cc and above),Electric Bike,Electric bike (eco-friendly + low maintenance),Cruiser (comfortable for long rides),Electric Scooter/Bike,Stylish design,"Above ₹1,50,000",No – Too costly compared to fuel bikes,01-07-2025 17:55,"Commuter (100–150cc, mileage-focused)",Comfort & Ease of riding,"₹1,00,000–₹1,50,000",Yes – Affordable and eco-friendly
Unknown,Aditya Dubey,adityadubey@gmail.com,21-30 Years,Prefer not to say,Yes – Electric Bike,"Commuter (100–150cc, mileage-focused)",Mileage / Fuel efficiency,Electric bike/scooter,Sports Bike (200–400cc),Electric bike (eco-friendly + low maintenance),Scooter (easy and safe to ride),Lightweight Scooter,Comfort,"Below ₹70,000",No – Lack of charging/service support,01-07-2025 17:55,"Commuter (100–150cc, mileage-focused)",Comfort & Ease of riding,"₹1,00,000–₹1,50,000",Yes – Affordable and eco-friendly
Unknown,Shruti Mehta,shrutimehta@gmail.com,41-50 Years,Prefer not to say,Yes – Sports Bike,"Electric Bike (eco-friendly, modern)",Comfort & Ease of riding,Electric bike/scooter,Sports Bike (200–400cc),Electric bike (eco-friendly + low maintenance),Electric Bike,Lightweight Scooter,Stylish design,"Below ₹70,000",No – Too costly compared to fuel bikes,01-07-2025 17:55,"Commuter (100–150cc, mileage-focused)",Comfort & Ease of riding,"₹1,00,000–₹1,50,000",Yes – Affordable and eco-friendly
Unknown,Ritika Desai,ritikadesai@gmail.com,51 Years and above,Female,Yes – Sports Bike,Cruiser (comfortable for long rides),Eco-friendliness (Electric option),"Commuter bike (100–125cc, high mileage)",Electric Bike,Electric bike (eco-friendly + low maintenance),Electric Bike,Electric Scooter/Bike,Comfort,"₹1,00,000–₹1,50,000",No – Lack of charging/service support,01-07-2025 17:55,"Commuter (100–150cc, mileage-focused)",Comfort & Ease of riding,"₹1,00,000–₹1,50,000",Yes – Affordable and eco-friendly
Unknown,Yash Agarwal,yashagarwal@gmail.com,31-40 Years,Female,Yes – Sports Bike,"Electric Bike (eco-friendly, modern)",Eco-friendliness (Electric option),"Scooter (lightweight, gearless)",Cruiser (comfortable for city + touring),"Commuter (125–150cc, cost-effective)","Commuter (fuel-efficient, reliable)",Lightweight Scooter,Comfort,"₹1,00,000–₹1,50,000",No – Lack of charging/service support,01-07-2025 17:55,"Commuter (100–150cc, mileage-focused)",Comfort & Ease of riding,"₹1,00,000–₹1,50,000",Yes – Affordable and eco-friendly
Unknown,Simran Paul,simranpaul@gmail.com,41-50 Years,Prefer not to say,Yes – Scooter (gearless),Sports Bike (performance-oriented),Performance & Speed,Higher power Bikes(200cc and above),"Commuter (150–200cc, mileage + performance balance)",Cruiser / Touring bike (comfort + mileage),"Commuter (fuel-efficient, reliable)",Electric Scooter/Bike,Comfort,"Below ₹70,000",Not sure,01-07-2025 17:55,"Commuter (100–150cc, mileage-focused)",Comfort & Ease of riding,"₹1,00,000–₹1,50,000",Yes – Affordable and eco-friendly
Unknown,Rohan Das,rohandas@gmail.com,21-30 Years,Male,No,Cruiser (comfortable for long rides),Safety features,Higher power Bikes(200cc and above),Sports Bike (200–400cc),Cruiser / Touring bike (comfort + mileage),Electric Bike,Lightweight Scooter,Performance (Speed / Pickup),"₹1,00,000–₹1,50,000",Not sure,01-07-2025 17:55,"Commuter (100–150cc, mileage-focused)",Comfort & Ease of riding,"₹1,00,000–₹1,50,000",Yes – Affordable and eco-friendly
Unknown,Pooja Chauhan,poojachauhan@gmail.com,41-50 Years,Male,Yes – Scooter (gearless),"Scooter (gearless, lightweight)",Performance & Speed,Electric bike/scooter,Electric Bike,Electric bike (eco-friendly + low maintenance),"Commuter (fuel-efficient, reliable)",Lightweight Scooter,Comfort,"Below ₹70,000",No – Too costly compared to fuel bikes,01-07-2025 17:55,"Commuter (100–150cc, mileage-focused)",Comfort & Ease of riding,"₹1,00,000–₹1,50,000",Yes – Affordable and eco-friendly
Unknown,Mona Singh,monasingh@gmail.com,41-50 Years,Female,Yes – Scooter (gearless),Cruiser (comfortable for long rides),Stylish design / Looks,"Scooter (lightweight, gearless)",Cruiser (comfortable for city + touring),"Commuter (125–150cc, cost-effective)","Commuter (fuel-efficient, reliable)",Electric Scooter/Bike,Mileage / Fuel efficiency,"Above ₹1,50,000",No – Too costly compared to fuel bikes,01-07-2025 17:55,"Commuter (100–150cc, mileage-focused)",Comfort & Ease of riding,"₹1,00,000–₹1,50,000",Yes – Affordable and eco-friendly
Unknown,Pooja Chauhan,poojachauhan@gmail.com,51 Years and above,Prefer not to say,Yes – Scooter (gearless),"Scooter (gearless, lightweight)",Performance & Speed,Electric bike/scooter,Sports Bike (200–400cc),Electric bike (eco-friendly + low maintenance),Cruiser (comfortable for long rides),Simple Commuter Bike (100–125cc),Maintenance cost,"Below ₹70,000",No – Too costly compared to fuel bikes,01-07-2025 17:55,"Commuter (100–150cc, mileage-focused)",Comfort & Ease of riding,"₹1,00,000–₹1,50,000",Yes – Affordable and eco-friendly
Unknown,Ira Kapoor,irakapoor@gmail.com,31-40 Years,Female,Yes – Scooter (gearless),"Scooter (gearless, lightweight)",Stylish design / Looks,Entry-level Sports (150cc),Electric Bike,Cruiser / Touring bike (comfort + mileage),Cruiser (comfortable for long rides),Simple Commuter Bike (100–125cc),"Safety (Brakes, ABS, handling)","₹70,000–₹1,00,000",Not sure,01-07-2025 17:55,"Commuter (100–150cc, mileage-focused)",Comfort & Ease of riding,"₹1,00,000–₹1,50,000",Yes – Affordable and eco-friendly
Unknown,Ira Kapoor,irakapoor@gmail.com,Below 20 years,Female,Yes – Scooter (gearless),"Scooter (gearless, lightweight)",Low maintenance cost,Entry-level Sports (150cc),Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Cruiser (comfortable for long rides),Electric Scooter/Bike,Maintenance cost,"₹1,00,000–₹1,50,000","Yes – Good for city rides, but not long tours",01-07-2025 17:55,"Commuter (100–150cc, mileage-focused)",Comfort & Ease of riding,"₹1,00,000–₹1,50,000",Yes – Affordable and eco-friendly
Unknown,Kiran Prasad,kiranprasad@gmail.com,31-40 Years,Female,Yes – Sports Bike,Cruiser (comfortable for long rides),Comfort & Ease of riding,Higher power Bikes(200cc and above),Cruiser (comfortable for city + touring),"Commuter (125–150cc, cost-effective)","Commuter (fuel-efficient, reliable)",Lightweight Scooter,Comfort,"Above ₹1,50,000",No – Lack of charging/service support,01-07-2025 17:55,"Commuter (100–150cc, mileage-focused)",Comfort & Ease of riding,"₹1,00,000–₹1,50,000",Yes – Affordable and eco-friendly
Unknown,Mitali Dey,mitalidey@gmail.com,21-30 Years,Female,Yes – Cruiser,Sports Bike (performance-oriented),Performance & Speed,Entry-level Sports (150cc),Sports Bike (200–400cc),Electric bike (eco-friendly + low maintenance),"Commuter (fuel-efficient, reliable)",Lightweight Scooter,Comfort,"₹70,000–₹1,00,000","Yes – Good for city rides, but not long tours",01-07-2025 17:55,"Commuter (100–150cc, mileage-focused)",Comfort & Ease of riding,"₹1,00,000–₹1,50,000",Yes – Affordable and eco-friendly
Unknown,Shruti Mehta,shrutimehta@gmail.com,31-40 Years,Male,Yes – Cruiser,"Scooter (gearless, lightweight)",Safety features,"Scooter (lightweight, gearless)",Cruiser (comfortable for city + touring),Cruiser / Touring bike (comfort + mileage),Cruiser (comfortable for long rides),Electric Scooter/Bike,Stylish design,"₹1,00,000–₹1,50,000",Not sure,01-07-2025 17:55,"Commuter (100–150cc, mileage-focused)",Comfort & Ease of riding,"₹1,00,000–₹1,50,000",Yes – Affordable and eco-friendly
Unknown,Divya Reddy,divyareddy@gmail.com,41-50 Years,Female,Yes – Cruiser,Sports Bike (performance-oriented),Comfort & Ease of riding,Higher power Bikes(200cc and above),Cruiser (comfortable for city + touring),"Commuter (125–150cc, cost-effective)",Electric Bike,Lightweight Scooter,Stylish design,"₹70,000–₹1,00,000",Not sure,01-07-2025 17:55,"Commuter (100–150cc, mileage-focused)",Comfort & Ease of riding,"₹1,00,000–₹1,50,000",Yes – Affordable and eco-friendly
Unknown,Pooja Chauhan,poojachauhan@gmail.com,Below 20 years,Male,Yes – Scooter (gearless),Cruiser (comfortable for long rides),Eco-friendliness (Electric option),"Commuter bike (100–125cc, high mileage)",Electric Bike,"Commuter (125–150cc, cost-effective)",Electric Bike,Simple Commuter Bike (100–125cc),Comfort,"Above ₹1,50,000",Not sure,01-07-2025 17:55,"Commuter (100–150cc, mileage-focused)",Comfort & Ease of riding,"₹1,00,000–₹1,50,000",Yes – Affordable and eco-friendly
Unknown,Kavya Krishnan,kavyakrishnan@gmail.com,41-50 Years,Female,Yes – Electric Bike,Sports Bike (performance-oriented),Eco-friendliness (Electric option),"Scooter (lightweight, gearless)",Cruiser (comfortable for city + touring),"Scooter (for family use, gearless)",Cruiser (comfortable for long rides),Electric Scooter/Bike,Maintenance cost,"Below ₹70,000",Yes – Affordable and eco-friendly,01-07-2025 17:55,"Commuter (100–150cc, mileage-focused)",Comfort & Ease of riding,"₹1,00,000–₹1,50,000",Yes – Affordable and eco-friendly
Unknown,Neha Gupta,nehagupta@gmail.com,41-50 Years,Male,Yes – Sports Bike,"Electric Bike (eco-friendly, modern)",Comfort & Ease of riding,"Scooter (lightweight, gearless)",Cruiser (comfortable for city + touring),Cruiser / Touring bike (comfort + mileage),"Commuter (fuel-efficient, reliable)",Simple Commuter Bike (100–125cc),Comfort,"₹70,000–₹1,00,000",Yes – Affordable and eco-friendly,01-07-2025 17:55,"Commuter (100–150cc, mileage-focused)",Comfort & Ease of riding,"₹1,00,000–₹1,50,000",Yes – Affordable and eco-friendly
Unknown,Simran Paul,simranpaul@gmail.com,51 Years and above,Female,Yes – Cruiser,"Scooter (gearless, lightweight)",Low maintenance cost,"Commuter bike (100–125cc, high mileage)",Cruiser (comfortable for city + touring),Electric bike (eco-friendly + low maintenance),"Commuter (fuel-efficient, reliable)",Lightweight Scooter,Maintenance cost,"Above ₹1,50,000",No – Lack of charging/service support,01-07-2025 17:55,"Commuter (100–150cc, mileage-focused)",Comfort & Ease of riding,"₹1,00,000–₹1,50,000",Yes – Affordable and eco-friendly
Unknown,Tarun Gupta,tarungupta@gmail.com,51 Years and above,Female,No,"Commuter (100–150cc, mileage-focused)",Comfort & Ease of riding,Entry-level Sports (150cc),Sports Bike (200–400cc),Electric bike (eco-friendly + low maintenance),Cruiser (comfortable for long rides),Lightweight Scooter,Comfort,"Above ₹1,50,000",Not sure,01-07-2025 17:55,"Commuter (100–150cc, mileage-focused)",Comfort & Ease of riding,"₹1,00,000–₹1,50,000",Yes – Affordable and eco-friendly
Unknown,Varun Malhotra,varunmalhotra@gmail.com,51 Years and above,Male,Yes – Scooter (gearless),"Electric Bike (eco-friendly, modern)",Comfort & Ease of riding,"Commuter bike (100–125cc, high mileage)",Cruiser (comfortable for city + touring),Cruiser / Touring bike (comfort + mileage),Electric Bike,Simple Commuter Bike (100–125cc),Comfort,"Above ₹1,50,000",No – Too costly compared to fuel bikes,01-07-2025 17:55,"Commuter (100–150cc, mileage-focused)",Comfort & Ease of riding,"₹1,00,000–₹1,50,000",Yes – Affordable and eco-friendly
Unknown,Mona Singh,monasingh@gmail.com,21-30 Years,Male,No,"Commuter (100–150cc, mileage-focused)",Stylish design / Looks,Entry-level Sports (150cc),Sports Bike (200–400cc),"Scooter (for family use, gearless)","Commuter (fuel-efficient, reliable)",Electric Scooter/Bike,Mileage / Fuel efficiency,"₹1,00,000–₹1,50,000","Yes – Good for city rides, but not long tours",01-07-2025 17:55,"Commuter (100–150cc, mileage-focused)",Comfort & Ease of riding,"₹1,00,000–₹1,50,000",Yes – Affordable and eco-friendly
Unknown,Sreeja Menon,sreejamenon@gmail.com,31-40 Years,Prefer not to say,Yes – Cruiser,"Scooter (gearless, lightweight)",Performance & Speed,"Scooter (lightweight, gearless)","Commuter (150–200cc, mileage + performance balance)",Cruiser / Touring bike (comfort + mileage),Scooter (easy and safe to ride),Simple Commuter Bike (100–125cc),Comfort,"₹70,000–₹1,00,000",Yes – Affordable and eco-friendly,01-07-2025 17:55,"Commuter (100–150cc, mileage-focused)",Comfort & Ease of riding,"₹1,00,000–₹1,50,000",Yes – Affordable and eco-friendly
Unknown,Deepak Sharma,deepaksharma@gmail.com,Below 20 years,Prefer not to say,Yes – Sports Bike,"Scooter (gearless, lightweight)",Eco-friendliness (Electric option),Higher power Bikes(200cc and above),Sports Bike (200–400cc),Electric bike (eco-friendly + low maintenance),Electric Bike,Lightweight Scooter,Comfort,"₹70,000–₹1,00,000",Yes – Affordable and eco-friendly,01-07-2025 17:55,"Commuter (100–150cc, mileage-focused)",Comfort & Ease of riding,"₹1,00,000–₹1,50,000",Yes – Affordable and eco-friendly
Unknown,Meera Joshi,meerajoshi@gmail.com,Below 20 years,Female,Yes – Commuter (100–150cc),Sports Bike (performance-oriented),Stylish design / Looks,Entry-level Sports (150cc),"Commuter (150–200cc, mileage + performance balance)","Scooter (for family use, gearless)",Scooter (easy and safe to ride),Simple Commuter Bike (100–125cc),Performance (Speed / Pickup),"Below ₹70,000",Yes – Affordable and eco-friendly,01-07-2025 17:55,"Commuter (100–150cc, mileage-focused)",Comfort & Ease of riding,"₹1,00,000–₹1,50,000",Yes – Affordable and eco-friendly
Unknown,Aarav Nanda,aaravnanda@gmail.com,51 Years and above,Male,Yes – Scooter (gearless),Cruiser (comfortable for long rides),Stylish design / Looks,"Commuter bike (100–125cc, high mileage)","Commuter (150–200cc, mileage + performance balance)",Electric bike (eco-friendly + low maintenance),Electric Bike,Simple Commuter Bike (100–125cc),"Safety (Brakes, ABS, handling)","₹1,00,000–₹1,50,000",No – Too costly compared to fuel bikes,01-07-2025 17:55,"Commuter (100–150cc, mileage-focused)",Comfort & Ease of riding,"₹1,00,000–₹1,50,000",Yes – Affordable and eco-friendly
Unknown,Deepak Sharma,deepaksharma@gmail.com,41-50 Years,Female,Yes – Electric Bike,Sports Bike (performance-oriented),Performance & Speed,Electric bike/scooter,"Commuter (150–200cc, mileage + performance balance)","Scooter (for family use, gearless)",Cruiser (comfortable for long rides),Lightweight Scooter,"Safety (Brakes, ABS, handling)","Below ₹70,000",No – Too costly compared to fuel bikes,01-07-2025 17:55,"Commuter (100–150cc, mileage-focused)",Comfort & Ease of riding,"₹1,00,000–₹1,50,000",Yes – Affordable and eco-friendly
Unknown,Anjali Nair,anjalinair@gmail.com,31-40 Years,Prefer not to say,Yes – Commuter (100–150cc),"Electric Bike (eco-friendly, modern)",Mileage / Fuel efficiency,"Commuter bike (100–125cc, high mileage)","Commuter (150–200cc, mileage + performance balance)","Scooter (for family use, gearless)","Commuter (fuel-efficient, reliable)",Lightweight Scooter,Stylish design,"Above ₹1,50,000",No – Lack of charging/service support,01-07-2025 17:55,"Commuter (100–150cc, mileage-focused)",Comfort & Ease of riding,"₹1,00,000–₹1,50,000",Yes – Affordable and eco-friendly
Unknown,Karthik Iyer,karthikiyer@gmail.com,51 Years and above,Male,Yes – Cruiser,"Scooter (gearless, lightweight)",Performance & Speed,Entry-level Sports (150cc),Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,01-07-2025 17:55,"Commuter (100–150cc, mileage-focused)",Comfort & Ease of riding,"₹1,00,000–₹1,50,000",Yes – Affordable and eco-friendly
Unknown,Raghav Rao,vardaniyachoudhry@gmail.com,51 Years and above,Prefer not to say,Yes – Scooter (gearless),Sports Bike (performance-oriented),Comfort & Ease of riding,"Scooter (lightweight, gearless)",Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,09-02-2025 04:16,"Scooter (gearless, lightweight)",Safety features,"Below ₹70,000","Yes – Good for city rides, but not long tours"
Unknown,Aradhya Toor,agokhale@saxena.com,Below 20 years,Male,Yes – Sports Bike,"Scooter (gearless, lightweight)",Safety features,"Scooter (lightweight, gearless)",Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,06-02-2025 16:32,"Commuter (100–150cc, mileage-focused)",Resale value,"₹70,000–₹1,00,000",No – Too costly compared to fuel bikes
